AirportCode,AirportName,City,AdministrativeDivision,Country
OSF,Ostafyevo International Airport,Moscow,,Russia
YRQ,Trois-Rivières Airport,Trois Rivieres,Que.,Canada
POF,Poplar Bluff Municipal Airport,Poplar Bluff,Missouri,United States
EOK,Keokuk Municipal Airport,Keokuk,Iowa,United States
PSL,Perth/Scone Airport,Perth,,United Kingdom
STP,St Paul Downtown Holman Field,St. Paul,Minnesota,United States
SOO,Söderhamn Airport,Soderhamn,,Sweden
VNA,Saravane Airport,Saravane,,Laos
DKS,Dikson Airport,Dikson,,Russia
BYT,Bantry Aerodrome,Bantry,,Ireland
ADY,Alldays Airport,Alldays,,South Africa
HAO,Butler Co Regional Airport - Hogan Field,Hamilton,Ohio,United States
GAS,Garissa Airport,Garissa,,Kenya
HOA,Hola Airport,Hola,,Kenya
KEY,Kericho Airport,Kericho,,Kenya
ILU,Kilaguni Airport,Kilaguni,,Kenya
ATJ,Antsirabe Airport,Antsirabe,,Madagascar
OVA,Bekily Airport,Bekily,,Madagascar
UTS,Ust-Tsylma Airport,Ust-Tsylma,,Russia
RGK,Gorno-Altaysk Airport,Gorno-Altaysk,,Russia
FLD,Fond du Lac County Airport,Fond du Lac,Wisconsin,United States
STE,Stevens Point Municipal Airport,Stevens Point,Wisconsin,United States
MQJ,Moma Airport,Honuu,,Russia
PEF,Peenemünde Airport,Peenemunde,,Germany
CJN,Nusawiru Airport,Nusawiru,California,Indonesia
GQQ,Galion Municipal Airport,Galion,Ohio,United States
TPN,Tiputini Airport,Tiputini,,Ecuador
PTZ,Rio Amazonas Airport,Pastaza,,Ecuador
CKV,Clarksville–Montgomery County Regional Airport,Clarksville,Tennessee,United States
LPC,Lompoc Airport,Lompoc,California,United States
CTH,Chester County G O Carlson Airport,Coatesville,Pennsylvania,United States
BST,Bost Airport,Lashkar Gah,,Afghanistan
LLK,Lankaran International Airport,Lankaran,,Azerbaijan
GBB,Gabala International Airport,Qabala,,Azerbaijan
ZTU,Zaqatala International Airport,Zaqatala,,Azerbaijan
LKP,Lake Placid Airport,Lake Placid,,United States
KDY,Typliy Klyuch Airport,Khandyga,,Russia
GYG,Magan Airport,Yakutsk,,Russia
JIQ,Qianjiang Wulingshan Airport,Qianjiang,,China
AOH,Lima Allen County Airport,Lima,Ohio,United States
DSO,Sondok Airport,Hamhung,,North Korea
SSI,Malcolm McKinnon Airport,Brunswick,Georgia,United States
BFP,Beaver County Airport,Beaver Falls,New Jersey,United States
GGE,Georgetown County Airport,Georgetown,South Carolina,United States
HDI,Hardwick Field,Cleveland,,United States
RNT,Renton Municipal Airport,Renton,Washington,United States
POC,Brackett Field,La Verne,California,United States
CTY,Cross City Airport,Cross City,Florida,United States
CEU,Oconee County Regional Airport,Clemson,South Carolina,United States
BEC,Beech Factory Airport,Wichita,,United States
QFO,Duxford Aerodrome,Duxford,,United Kingdom
SNY,Sidney Municipal-Lloyd W Carr Field,Sidney,Nebraska,United States
GKL,Great Keppel Is Airport,Great Keppel Island,,Australia
RPB,Roper Bar Airport,Roper Bar,N.T.,Australia
IFL,Innisfail Airport,Innisfail,Qld.,Australia
JRF,Kalaeloa Airport,Kapolei,,United States
BIN,Bamiyan Airport,Bamyan,,Afghanistan
NBS,Changbaishan Airport,Baishan,,China
RGO,Orang Airport,Chongjin,,North Korea
MOO,Moomba Airport,Moomba,,Australia
LUZ,Lublin Airport,Lublin,,Poland
ECA,Iosco County Airport,East Tawas,Michigan,United States
VAM,Villa Airport,Maamigili,,Maldives
LLF,Lingling Airport,Yongzhou,,China
LSZ,Lošinj Island Airport,Mali Losinj,,Croatia
ONS,Onslow Airport,Onslow,,Australia
TDR,Theodore Airport,Theodore,Qld.,Australia
WBU,Boulder Municipal Airport,Boulder,Colorado,United States
BBJ,Bitburg Airport,Birburg,,Germany
PAO,Palo Alto Airport of Santa Clara County,Palo Alto,California,United States
USR,Ust-Nera Airport,Ust-Nera,,Russia
MSC,Falcon Field,Mesa,Arizona,United States
YTY,Yangzhou Taizhou Airport,Yangzhou,,China
PTK,Oakland County International Airport,Pontiac,Michigan,United States
KSI,Kissidougou Airport,Kissidougou,,Guinea
EEN,Dillant Hopkins Airport,Keene,New Hampshire,United States
THQ,Tianshui Maijishan Airport,Tianshui,,China
VRO,Kawama Airport,Kawama,,Cuba
GKK,Kooddoo Airport,Kooddoo,,Maldives
RCS,Rochester Airport,Rochester,England,United Kingdom
RHD,Termas de Río Hondo international Airport,Rio Hondo,,Argentina
KMP,Keetmanshoop Airport,Keetmanshoop,,Namibia
KGT,Kangding Airport,Kangding,,China
VUS,Velikiy Ustyug Airport,Veliky Ustyug,,Russia
IOW,Iowa City Municipal Airport,Iowa City,Iowa,United States
TLQ,Turpan Jiaohe Airport,Turpan,,China
ANP,Lee Airport,Annapolis,Maryland,United States
FXO,Cuamba Airport,Cuamba,,Mozambique
ODO,Bodaybo Airport,Bodaibo,,Russia
ZTR,Zhytomyr Airport,Zhytomyr,,Ukraine
HRI,Mattala Rajapaksa International Airport,Mattala,,Sri Lanka
PEQ,Pecos Municipal Airport,Pecos,Texas,United States
HBG,Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,,United States
QCJ,Botucatu - Tancredo de Almeida Neves Airport,Botucatu,,Brazil
QSC,Mário Pereira Lopes–São Carlos Airport,Sao Carlos,,Brazil
YKN,Chan Gurney Municipal Airport,Yankton,South Dakota,United States
XSB,Sir Bani Yas Airport,Sir Bani Yas Island,,United Arab Emirates
ZBM,Bromont (Roland Desourdy) Airport,Bromont,Quebec,Canada
KTI,Kratie Airport,Kratie,,Cambodia
GYU,Guyuan Liupanshan Airport,Guyuan,,China
CNI,Changhai Airport,Changhai,,China
KRH,Redhill Aerodrome,Redhill,,United Kingdom
JGD,Jiagedaqi Airport,Jiagedaqi District,,China
CCL,Chinchilla Airport,Chinchilla,Qld.,Australia
HWD,Hayward Executive Airport,Hayward,California,United States
MZP,Motueka Airport,Motueka,,New Zealand
JHQ,Shute Harbour Airport,Shute Harbour,Qld.,Australia
ARB,Ann Arbor Municipal Airport,Ann Arbor,Michigan,United States
SHT,Shepparton Airport,Shepparton,Vic.,Australia
TEM,Temora Airport,Temora,N.S.W.,Australia
GAH,Gayndah Airport,Gayndah,Qld.,Australia
WIO,Wilcannia Airport,Wilcannia,N.S.W.,Australia
BFJ,Bijie Feixiong Airport,Bijie,,China
ULK,Lensk Airport,Lensk,,Russia
KVR,Kavalerovo Airport,Kavalerovo,,Russia
IGD,Iğdır Airport,Igdir,,Turkey
GNY,Şanlıurfa GAP Airport,Sanliurfa,Colorado,Turkey
KZR,Zafer Airport,Kutahya,,Turkey
VLU,Velikiye Luki Airport,Velikiye Luki,,Russia
BEO,Lake Macquarie Airport,Lake Macquarie,N.S.W.,Australia
BMP,Brampton Island Airport,Brampton Island,,Australia
NGZ,Alameda Naval Air Station,Alameda,California,United States
YCN,Cochrane Airport,Cochrane,Ont.,Canada
BJP,Estadual Arthur Siqueira Airport,Braganca Paulista,,Brazil
BQB,Busselton Regional Airport,Brusselton,,Australia
SEK,Srednekolymsk Airport,Srednekolymsk,,Russia
IVR,Inverell Airport,Inverell,N.S.W.,Australia
GLI,Glen Innes Airport,Glen Innes,N.S.W.,Australia
IMM,Immokalee Regional Airport,Immokalee ,Florida,United States
TQQ,Maranggo Airport,Sulawesi Tenggara,,Indonesia
YIC,Yichun Mingyueshan Airport,Yichun,Nwt,China
PTB,Dinwiddie County Airport,Petersburg,Virginia,United States
SBM,Sheboygan County Memorial Airport,Sheboygan,Wisconsin,United States
KFE,Fortescue - Dave Forrest Aerodrome,Cloudbreak,,Australia
BJU,Bajura Airport,Bajura,,Nepal
MZJ,Pinal Airpark,Marana,Arizona,United States
SAD,Safford Regional Airport,Safford,Arizona,United States
SLJ,Solomon Airport,Solomon,Arizona,Australia
KJP,Kerama Airport,Kerama,,Japan
EKB,Ekibastuz Airport,Ekibastuz,,Kazakhstan
SIK,Sikeston Memorial Municipal Airport,Sikeston,Missouri,United States
TTI,Tetiaroa Airport,Tetiaroa,,French Polynesia
GFL,Floyd Bennett Memorial Airport,Queensbury,New York,United States
MTN,Martin State Airport,Baltimore,Maryland,United States
FRY,Eastern Slopes Regional Airport,Fryeburg,Maine,United States
NEW,Lakefront Airport,New Orleans,Louisiana,United States
COE,Coeur D'Alene - Pappy Boyington Field,Coeur d'Alene,Idaho,United States
BMT,Beaumont Municipal Airport,Beaumont,,United States
DNV,Vermilion Regional Airport,Danville,Illinois,United States
COJ,Coonabarabran Airport,Coonabarabran,N.S.W.,Australia
TIX,Space Coast Regional Airport,Titusville,Florida,United States
BZH,Bumi Airport,Bumi Hills,,Zimbabwe
UAR,Bouarfa Airport,Bouarfa,,Morocco
NYE,Nyeri Airport,NYERI,,Kenya
AAP,Andrau Airpark,Houston,,United States
FCM,Flying Cloud Airport,Eden Prairie,Mn-Cloud,United States
LIX,Likoma Island Airport,Likoma Island,,Malawi
OJC,Johnson County Executive Airport,Olathe,Missouri,United States
GIU,Sigiriya Air Force Base,Sigiriya,,Sri Lanka
EUM,Neumünster Airport,Neumuenster,,Germany
TKT,Tak Airport,Tak,,Thailand
YLK,Barrie-Orillia (Lake Simcoe Regional Airport),Barrie-Orillia,,Canada
YCM,Niagara District Airport,Saint Catherines,Ont.,Canada
YPD,Parry Sound Area Municipal Airport,Parry Sound,Ont.,Canada
MNZ,Manassas Regional Airport/Harry P. Davis Field,Manassas,Virginia,United States
LJN,Texas Gulf Coast Regional Airport,Angleton,Texas,United States
BGG,Bingöl Çeltiksuyu Airport,Bingol,,Turkey
KFS,Kastamonu Airport,Kastamonu,,Turkey
LLV,Lüliang Airport,Lvliang,,China
DCY,Daocheng Yading Airport,Daocheng,,China
GXH,Gannan Xiahe Airport,Xiahe city,,China
CIY,Comiso Airport,Comiso,,Italy
KVM,Markovo Airport,Markovo,,Russia
ZKP,Zyryanka Airport,Zyryanka,,Russia
UMS,Ust-Maya Airport,Ust-Maya,,Russia
ADH,Aldan Airport,Aldan,,Russia
OLZ,Olyokminsk Airport,Olekminsk,,Russia
NLT,Xinyuan Nalati Airport,Xinyuan,,China
PTA,Port Alsworth Airport,Port alsworth,Alaska,United States
BOR,Fontaine Airport,Belfort,,France
OBC,Obock Airport,Obock,,Djibouti
TDJ,Tadjoura Airport,Tadjoura,,Djibouti
AQB,Santa Cruz del Quiche Airport,Santa Cruz des Quiche,,Guatemala
NOR,Norðfjörður Airport,Nordfjordur,,Iceland
BTZ,Bursa Airport,Bursa,,Turkey
WAR,Waris Airport,Waris-Papua Island,,Indonesia
EWK,Newton City-County Airport,Newton,Kansas,United States
BSJ,Bairnsdale Airport,Bairnsdale,Vic.,Australia
TZR,Taszár Air Base,Columbus,,United States
FBR,Fort Bridger Airport,Fort Bridger,Wyoming,United States
CLS,Chehalis Centralia Airport,Chehalis,Washington,United States
EVW,Evanston-Uinta County Airport-Burns Field,Evanston,Wyoming,United States
EUF,Weedon Field,Eufala,Alabama,United States
MEO,Dare County Regional Airport,Manteo,North Carolina,United States
AUO,Auburn University Regional Airport,Auburn,Alabama,United States
DBN,W H 'Bud' Barron Airport,Dublin,Georgia,United States
PUK,Pukarua Airport,Pukarua,,French Polynesia
CVO,Corvallis Municipal Airport,Corvallis,Oregon,United States
PXH,Prominent Hill Airport,Prominent Hill,,Australia
CWT,Cowra Airport,Chatsworth,N.S.W.,Australia
OGD,Ogden Hinckley Airport,Ogden,Utah,United States
AKO,Colorado Plains Regional Airport,Akron,Colorado,United States
SHN,Sanderson Field,Shelton,Washington,United States
WNA,Napakiak Airport,Napakiak,Alaska,United States
PKA,Napaskiak Airport,Napaskiak,Alaska,United States
YBW,Bedwell Harbour Seaplane Base,Bedwell Harbour,Bc,Canada
WSO,Washabo Airport,Washabo,,Suriname
WKR,Abaco I Walker C Airport,Walker's Cay,,Bahamas
GFO,Bartica A Airport,Bartica,,Guyana
DYL,Doylestown Airport,Doylestown,Pennsylvania,United States
TGI,Tingo Maria Airport,Tingo Maria,,Peru
TJL,Plínio Alarcom Airport,Tres Lagoas,,Brazil
YZY,Zhangye Ganzhou Airport,Zhangye,,China
OAL,Cacoal Airport,Cacoal,Ro,Brazil
OCW,Warren Field,Washington,North Carolina,United States
MHC,Mocopulli Airport,Castro,,Chile
SWO,Stillwater Regional Airport,Stillwater,Oklahoma,United States
OKM,Okmulgee Regional Airport,Okmulgee,Oklahoma,United States
CUH,Cushing Municipal Airport,Cushing,Oklahoma,United States
CSM,Clinton Sherman Airport,Clinton,Oklahoma,United States
WLD,Strother Field,Winfield,Kansas,United States
PWA,Wiley Post Airport,Oklahoma City,Oklahoma,United States
DTN,Shreveport Downtown Airport,Shreveport,,United States
SEP,Stephenville Clark Regional Airport,Stephenville,Texas,United States
ADT,Ada Regional Airport,Ada,Oklahoma,United States
IRB,Iraan Municipal Airport,Iraan,Texas,United States
YEL,Elliot Lake Municipal Airport,ELLIOT LAKE,Ontario,Canada
IKB,Wilkes County Airport,North Wilkesboro,North Carolina,United States
DAN,Danville Regional Airport,Danville,Virginia,United States
ERG,Yerbogachen Airport,Yerbogachen,,Russia
HCW,Cheraw Municipal Airport/Lynch Bellinger Field,Cheraw,South Carolina,United States
BEM,Beni Mellal Airport,Beni Mellal,,Morocco
NKT,Şırnak Şerafettin Elçi Airport,Cizre,Nc,Turkey
SUY,Suntar Airport,Suntar,,Russia
OUZ,Tazadit Airport,Zouerat,,Mauritania
ABB,Asaba International Airport,Asaba,,Nigeria
QUO,Akwa Ibom International Airport,Uyo,,Nigeria
KAA,Kasama Airport,Kasama,,Zambia
SGX,Songea Airport,Songea,,Tanzania
JUH,Jiuhuashan Airport,Chizhou,,China
AOG,Anshan Air Base,Anshan,,China
DQA,Saertu Airport,Daqing,,China
ZYI,Zunyi Xinzhou Airport,Zunyi,,China
LDS,Lindu Airport,Yinchun,,China
AVA,Anshun Huangguoshu Airport,Anshun,,China
KSS,Sikasso Airport,Sikasso,,Mali
WTB,Toowoomba Wellcamp Airport,Toowoomba,,Australia
TNH,Tonghua Sanyuanpu Airport,Tonghua,,China
SZV,Suzhou Guangfu Airport,Suzhou,,China
LII,Mulia Airport,Mulia,,Indonesia
NTI,Stenkol Airport,Bintuni,,Indonesia
WSR,Wasior Airport,Wasior,,Indonesia
DTB,Silangit Airport,Siborong-Borong,,Indonesia
MEQ,Seunagan Airport,Nagan Raya,,Indonesia
BUW,Betoambari Airport,Bau-Bau,,Indonesia
KAZ,Kao Airport,Kao,,Indonesia
MNA,Melangguane Airport,Melonguane,,Indonesia
SGQ,Sanggata/Sangkimah Airport,Sanggata,,Indonesia
BUU,Muara Bungo Airport,Muara Bungo,,Indonesia
ILA,Illaga Airport,Illaga,,Indonesia
OKL,Oksibil Airport,Oksibil,,Indonesia
KOX,Kokonau Airport,Kokonau,,Indonesia
CMQ,Clermont Airport,Clermont,Qld.,Australia
WMB,Warrnambool Airport,Warrnambool,Vic.,Australia
RCM,Richmond Airport,Richmond,Qld.,Australia
DCN,RAAF Base Curtin,Derby,,Australia
KNO,Kualanamu International Airport,Medan,,Indonesia
AMN,Gratiot Community Airport,Kamloops,Michigan,Canada
HMY,Seosan Air Base,Seosan,,South Korea
EMT,San Gabriel Valley Airport,El Monte,California,United States
FAH,Farah Airport,Farah,,Afghanistan
IXT,Pasighat Airport,Pasighat,,India
KRQ,Kramatorsk Airport,Kramatorsk,,Ukraine
QKX,Kautokeino Air Base,Kautokeino,,Norway
SSF,Stinson Municipal Airport,Stinson,,United States
JAS,Jasper County Airport-Bell Field,Jasper,Texas,United States
MRF,Marfa Municipal Airport,Marfa,Texas,United States
ALE,Alpine Casparis Municipal Airport,Alpine,Texas,United States
BQE,Bubaque Airport,Bubaque,,Guinea-Bissau
CZA,Chichen Itza International Airport,Chichen Itza,,Mexico
BUY,Bunbury Airport,Bunbury,,Australia
CCB,Cable Airport,Upland,California,United States
EKI,Elkhart Municipal Airport,Elkhart,Indiana,United States
CUB,Jim Hamilton L.B. Owens Airport,Columbia,South Carolina,United States
GDC,Donaldson Field Airport,Greenville,Sc,United States
HVS,Hartsville Regional Airport,Hartsville,South Carolina,United States
SZT,San Cristobal de las Casas Airport,San Cristobal de las Casas,,Mexico
DU9,Dunnville Airport,Dunnville,,Canada
RIH,Scarlett Martinez International Airport,Rio Hato,,Panama
LEE,Leesburg International Airport,Leesburg,Florida,United States
PPY,Pouso Alegre Airport,Pouso Alegre,Mg,Brazil
DIQ,Brigadeiro Cabral Airport,Divinopolis,Mg,Brazil
EIK,Yeysk Airport,Eysk,,Russia
ERD,Berdyansk Airport,Berdyansk,,Ukraine
BWX,Blimbingsari Airport,Banyuwangi,,Indonesia
ERL,Erenhot Saiwusu International Airport,Erenhot,,China
CNO,Chino Airport,Chino,California,United States
HTR,Hateruma Airport,Taketomi,,Japan
BWW,Las Brujas Airport,Cayo Santa Maria,,Cuba
PRB,Paso Robles Municipal Airport,Paso Robles,California,United States
PKX,Beijing Daxing International Airport,Beijing,,China
HAF,Half Moon Bay Airport,Half Moon Bay,California,United States
HCJ,Hechi Jinchengjiang Airport,Hechi,,China
WJF,General WM J Fox Airfield,Lancaster,California,United States
CJF,Coondewanna Airport,Coondewanna,,Australia
GUZ,Guarapari Airport,Guarapari,,Brazil
UBT,Ubatuba Airport,Ubatuba,,Brazil
BOX,Borroloola Airport,Borroloola,N.T.,Australia
QUG,Chichester/Goodwood Airport,Goodwood,,United Kingdom
TNW,Jumandy Airport,Tena,,Ecuador
FYJ,Dongji Aiport,Fuyuan,,China
PZL,Zulu Inyala Airport,Phinda,,South Africa
LPF,Liupanshui Yuezhao Airport,Liupanshui,,China
KJH,Kaili Airport,Kaili,,China
HPG,Shennongjia Hongping Airport,Shennongjia,,China
ZQZ,Zhangjiakou Ningyuan Airport,Zhangjiakou,,China
YIE,Arxan Yi'ershi Airport,Arxan,,China
HNY,Hengyang Nanyue Airport,Hengyang,,China
AHJ,Hongyuan Airport,Ngawa,,China
WOS,Wonsan Kalma International Airport,Wonsan,,North Korea
IGT,Magas Airport,Magas,,Russia
ASN,Talladega Municipal Airport,Talladega,Alabama,United States
GMU,Greenville Downtown Airport,Greenville,Sc,United States
NGD,Captain Auguste George Airport,Anegada,,British Virgin Islands
TOI,Troy Municipal Airport at N Kenneth Campbell Field,Troy,Alabama,United States
ETS,Enterprise Municipal Airport,Enterprise,Alabama,United States
EFG,Efogi Airport,Efogi,,Papua New Guinea
KGW,Kagi Airport,Kagi,,Papua New Guinea
NDN,Nadunumu Airport,Nadunumu,,Papua New Guinea
BNM,Bodinumu Airport,Bodinumu,,Papua New Guinea
ALX,Thomas C Russell Field,Alexander City,Alabama,United States
PKT,Port Keats Airport,Wadeye,N.T.,Australia
GPN,Garden Point Airport,Pirlangimpi,N.T.,Australia
DOH,Hamad International Airport,Doha,,Qatar
HZP,Fort Mackay / Horizon Airport,Wood Buffalo,,Canada
HDE,Brewster Field,Holdredge,Nebraska,United States
PTT,Pratt Regional Airport,Pratt,Kansas,United States
LXN,Jim Kelly Field,Lexington,Nebraska,United States
CBF,Council Bluffs Municipal Airport,Council Bluffs,Iowa,United States
OKK,Kokomo Municipal Airport,Kokomo,Indiana,United States
GBG,Galesburg Municipal Airport,Galesburg,Illinois,United States
GUY,Guymon Municipal Airport,Guymon,Oklahoma,United States
IDP,Independence Municipal Airport,Independence,,United States
BBC,Bay City Municipal Airport,Bay City,Texas,United States
PRX,Cox Field,Paris,Texas,United States
CFV,Coffeyville Municipal Airport,Coffeyville,,United States
GXY,Greeley–Weld County Airport,Greeley,Colorado,United States
OEL,Oryol Yuzhny Airport,Oakley,,United States
FET,Fremont Municipal Airport,Fremont,Nebraska,United States
LGD,La Grande/Union County Airport,La Grande,Oregon,United States
SZY,Olsztyn-Mazury Airport,Szczytno-Szymany,,Poland
MPO,Pocono Mountains Municipal Airport,Mount Pocono,Pennsylvania,United States
UKT,Quakertown Airport,Quakertown,Pennsylvania,United States
YBA,Banff Airport,Banff,Alberta,Canada
BNG,Banning Municipal Airport,Banning,California,United States
OFK,Karl Stefan Memorial Airport,Norfolk  Nebraska,Nebraska,United States
TFL,Juscelino Kubitscheck Airport,Teofilo Otoni,,Brazil
TPF,Peter O Knight Airport,Tampa,,United States
BZC,Umberto Modiano Airport,Buzios,,Brazil
ITP,Itaperuna Airport,Itaperuna,,Brazil
REZ,Resende Airport,Resende,,Brazil
KBN,Tunta Airport,Kabinda,,Congo (Kinshasa)
IKL,Ikela Airport,Ikela,,Congo (Kinshasa)
AIR,Aripuanã Airport,Aripuana,Mt,Brazil
JRN,Juruena Airport,Juruena,Mt,Brazil
JIA,Juína Airport,Juina,,Brazil
VLP,Vila Rica Airport,Vila Rica,Mt,Brazil
JUA,Inácio Luís do Nascimento Airport,Juara,Mt,Brazil
CCX,Cáceres Airport,Caceres,,Brazil
TGQ,Tangará da Serra Airport,Tangara da Serra,,Brazil
CQA,Canarana Airport,Canarana,,Brazil
MTG,Vila Bela da Santíssima Trindade Airport,Vila Bela da Santissima Trindade ,,Brazil
BMB,Bumbar Airport,Bumba,,Congo (Kinshasa)
APQ,Arapiraca Airport,Arapiraca,Al,Brazil
FLB,Cangapara Airport,Floriano,Piaui,Brazil
PCS,Picos Airport,Picos,,Brazil
